Question,Position,Average Price,Current Price,Realized PnL,Total Invested,Unrealized PnL,Overall PnL,Overall PnL (%)
"Bitcoin Up or Down - January 23, 4:30PM-4:45PM ET - Yes 🟢",53.687642399999994,0.542259,0.945,1570.595333,1999.99886,22.880650569119993,1593.47598356912,0.7967384459254742
"Bitcoin Up or Down - February 1, 8:30AM-8:45AM ET - Yes 🟢",51.4627735895,0.574315,0.9905,1055.429285,1999.996895,21.623457270415003,1077.052742270415,0.5385272071986966
"Bitcoin Up or Down - February 1, 5:15AM-5:30AM ET - No 🔴",48.84615,0.58996,0.985,1062.984079,1999.634022,19.5900336,1082.5741126,0.5413861240054456
"Bitcoin Up or Down - February 1, 6:00AM-6:15AM ET - Yes 🟢",48.487831205000006,0.57548,0.935,1144.431544,1999.999392,18.644219331360006,1163.0757633313601,0.5815380584532498
"Bitcoin Up or Down - January 31, 11:00AM-11:15AM ET - Yes 🟢",46.829048150000006,0.583435,0.925,-427.46038,1999.997867,17.292069006870005,-410.16831099313,-0.20508437421905013
"Bitcoin Up or Down - February 1, 10:45AM-11:00AM ET - Yes 🟢",40.728407849999996,0.549999,0.975,-53.707313,1499.997272,17.753450322725996,-35.953862677274,-0.023969285376989672
"Bitcoin Up or Down - February 1, 3:15PM-3:30PM ET - Yes 🟢",40.01671817,0.548179,0.715,150.240662,1999.997993,9.336543974597998,159.57720597459797,0.07978868305524243
"Bitcoin Up or Down - January 27, 4:15PM-4:30PM ET - No 🔴",39.049337775,0.562226,0.965,20.425943,1499.998845,16.29850567149,36.724448671489995,0.024482984632891495
"Bitcoin Up or Down - January 24, 11:30AM-11:45AM ET - Yes 🟢",36.99216246,0.588535,0.165,-415.174115,8999.997679,-94.95439713633999,-510.12851213633996,-0.05668096041031657
"Bitcoin Up or Down - February 6, 3:45AM-4:00AM ET - Yes 🟢",33.2445,0.5,0.925,210.045902,1150,15.274500000000003,225.320402,0.19593078434782607
"Bitcoin Up or Down - January 25, 12:45PM-1:00PM ET - Yes 🟢",31.99685777,0.485136,0.995,1024.429639,999.999992,16.396026020144,1040.825665020144,1.0408256733467494
"Bitcoin Up or Down - January 25, 11:15AM-11:30AM ET - Yes 🟢",31.973265225,0.57429,0.495,1739.927906,2499.994895,-5.121535756950003,1734.80637024305,0.6939239650899567
"Bitcoin Up or Down - February 11, 12:45PM-1:00PM ET - No 🔴",31.848635625,0.5099,0.625,0.440595,2057.814897,5.865244736699999,6.305839736699999,0.003064337684547338
"Bitcoin Up or Down - January 31, 3:45PM-4:00PM ET - Yes 🟢",30.91062491,0.580467,0.605,-211.323904,1999.997017,1.2534386130860007,-210.070465386914,-0.10503538935374022
"Bitcoin Up or Down - February 13, 8:15AM-8:30AM ET - Yes 🟢",30.754417099,0.517628,0.9995,1071.920797,1190.5444,14.827106029344002,1086.747903029344,0.9128159378426743
"Bitcoin Up or Down - January 30, 7:30PM-7:45PM ET - Yes 🟢",30.402017045,0.510979,0.995,17.378538,999.998961,14.789160494611,32.167698494611,0.03216773191688446
"Bitcoin Up or Down - January 26, 2:30PM-2:45PM ET - Yes 🟢",29.4678497045,0.52693,0.9995,846.470681,999.998581,13.93258802887,860.40326902887,0.8604044899428412
"Bitcoin Up or Down - January 28, 7:30AM-7:45AM ET - Yes 🟢",29.3198689,0.52671,0.994,865.926073,999.999413,13.7835830365,879.7096560365,0.8797101724263712
"Bitcoin Up or Down - January 30, 6:30PM-6:45PM ET - Yes 🟢",29.310889099999997,0.527265,0.995,155.663661,999.999294,13.778621822299996,169.4422828223,0.16944240244863615
"Bitcoin Up or Down - January 23, 5:00PM-5:15PM ET - Yes 🟢",28.884787730000003,0.534917,0.9985,618.072213,999.999612,13.410612468940004,631.4828254689401,0.6314830704843715
"Bitcoin Up or Down - January 24, 6:45AM-7:00AM ET - Yes 🟢",28.867964797000003,0.53529,0.9995,841.847694,999.997949,13.407501689260002,855.2551956892601,0.8552569498212642
"Bitcoin Up or Down - January 27, 11:15AM-11:30AM ET - Yes 🟢",28.6994600915,0.537957,0.9995,843.787067,999.999562,13.252661239631001,857.039728239631,0.8570401036231964
"Bitcoin Up or Down - January 30, 12:15PM-12:30PM ET - Yes 🟢",28.496532736,0.53861,0.994,815.432848,999.9987,13.05536825216,828.48821625216,0.8284892932882413
"Bitcoin Up or Down - January 24, 5:45AM-6:00AM ET - Yes 🟢",28.045992825,0.569071,0.965,801.763155,1099.998995,11.506965692445,813.270120692445,0.7393371488420724
"Bitcoin Up or Down - January 26, 7:15PM-7:30PM ET - Yes 🟢",27.874781935,0.543771,0.985,376.611383,999.99991,12.486459044059002,389.097842044059,0.38909787706286797
"Bitcoin Up or Down - January 23, 3:15PM-3:30PM ET - No 🔴",27.712557915,0.549999,0.995,385.352902,999.998181,12.394086416817002,397.746988416817,0.39774771191990493
"Bitcoin Up or Down - January 25, 2:30PM-2:45PM ET - Yes 🟢",27.462590835500002,0.554779,0.9995,26.997472,999.234648,12.219300509209003,39.216772509209,0.03924681013383855
"Bitcoin Up or Down - January 24, 4:00AM-4:15AM ET - No 🔴",27.1253437,0.55421,0.985,155.396221,999.999022,11.863275951799999,167.2594969518,0.167259660531748
"Bitcoin Up or Down - January 27, 9:45AM-10:00AM ET - Yes 🟢",26.95123716,0.527363,0.915,640.821072,999.998854,11.417810621848002,652.238882621848,0.6522396300884641
"Bitcoin Up or Down - January 29, 1:00PM-1:15PM ET - Yes 🟢",26.54834125,0.56566,0.995,369.223424,999.997364,11.455542545,380.67896654500004,0.38067997001740106
"Bitcoin Up or Down - January 26, 10:45AM-11:00AM ET - Yes 🟢",26.405719855,0.531367,0.905,849.736877,999.999532,10.901710858103002,860.638587858103,0.8606389906371507
"Bitcoin Up or Down - January 23, 1:00PM-1:15PM ET - Yes 🟢",25.873081680000002,0.531265,0.985,766.58092,899.998552,11.918297173680003,778.49921717368,0.8650005218827063
"Bitcoin Up or Down - January 24, 10:00PM-10:15PM ET - Yes 🟢",25.5397905,0.521239,0.855,412.46546,999.997595,9.969808207099998,422.4352682071,0.4224362841663634
"Bitcoin Up or Down - February 3, 11:45AM-12:00PM ET - Yes 🟢",25.40193462,0.530909,0.435,-65.555334,1999.995391,-5.600630224068002,-71.155964224068,-0.035578064101682724
"Bitcoin Up or Down - January 25, 12:30PM-12:45PM ET - Yes 🟢",24.245217424999996,0.539094,0.845,1.654172,999.998981,8.777227788889997,10.431399788889998,0.010431410418497216
"Bitcoin Up or Down - February 12, 7:15PM-7:30PM ET - Yes 🟢",23.7367683595,0.52,0.9985,238.116391,1195.981797,11.3751063195,249.49149731949998,0.20860810586358786
"Bitcoin Up or Down - January 28, 4:15PM-4:30PM ET - Yes 🟢",22.581896025,0.567155,0.425,-62.4661,1999.998774,-7.553245716315001,-70.019345716315,-0.03500969431910012
"Bitcoin Up or Down - January 28, 3:00AM-3:15AM ET - Yes 🟢",22.31790689,0.519999,0.745,889.768293,999.998076,6.740337406922,896.508630406922,0.8965103552928455
"Bitcoin Up or Down - January 23, 3:45PM-4:00PM ET - Yes 🟢",22.11670539,0.535217,0.765,836.56878,999.999831,6.643193352458001,843.2119733524579,0.8432121158553055
"Bitcoin Up or Down - January 24, 8:45AM-9:00AM ET - Yes 🟢",21.95897616,0.538,0.765,164.939207,999.827025,6.515931488,171.45513848800002,0.17148480107146535
"Bitcoin Up or Down - January 28, 12:15PM-12:30PM ET - No 🔴",21.894034305,0.509999,0.715,463.237514,999.998038,6.277341156027001,469.51485515602695,0.4695157763459802
"Bitcoin Up or Down - January 23, 11:45AM-12:00PM ET - No 🔴",19.461000000000002,0.540544,0.975,559.985597,699.588261,8.671741760000002,568.65733876,0.8128457415039445
"Bitcoin Up or Down - January 26, 4:45PM-5:00PM ET - No 🔴",19.14311238,0.524125,0.645,877.949437,999.998656,3.5874786185000023,881.5369156185,0.8815381004057069
"Bitcoin Up or Down - February 9, 3:15PM-3:30PM ET - Yes 🟢",18.687163655,0.55,0.995,3921.99176,5004.912588,8.357575704999999,3930.3493357049997,0.785298297742218
"Bitcoin Up or Down - January 23, 1:30PM-1:45PM ET - No 🔴",17.789099999999998,0.556371,0.985,506.118759,659.4276,7.741039739999998,513.85979874,0.7792512760157444
"Bitcoin Up or Down - February 10, 3:30PM-3:45PM ET - Yes 🟢",17.381303001,0.52,0.9995,13.33741,702.499196,8.338504040999998,21.675914041,0.030855428966213364
"Bitcoin Up or Down - January 30, 10:30PM-10:45PM ET - No 🔴",16.598984585,0.54,0.985,16.384386,893.862937,7.499033645000001,23.883419645,0.026719330958231688
"Bitcoin Up or Down - January 31, 12:45PM-1:00PM ET - Yes 🟢",16.23099875,0.574946,0.625,42.92509,999.999513,1.2998822582920013,44.224972258292,0.04422499379586398
"Bitcoin Up or Down - February 12, 7:45PM-8:00PM ET - Yes 🟢",15.443749999999998,0.51,0.875,0,588.7695,6.442249999999998,6.442249999999998,0.010941888124299913
"Bitcoin Up or Down - February 5, 7:45AM-8:00AM ET - Yes 🟢",14.974473334999999,0.486265,0.835,1730.418099,1718.992241,6.254039471234998,1736.672138471235,1.0102850362261961
"Bitcoin Up or Down - February 13, 7:00AM-7:15AM ET - No 🔴",14.348439009000002,0.54,0.9985,1005.664,1241.983797,6.588642249000001,1012.252642249,0.8150288632541637
"Bitcoin Up or Down - February 10, 1:45PM-2:00PM ET - Yes 🟢",13.21339264,0.52,0.32,28.54679,1506.396663,-8.258370399999999,20.288419600000005,0.013468178799331291
"Bitcoin Up or Down - January 25, 3:00PM-3:15PM ET - Yes 🟢",12.851575,0.555065,0.935,138.04893,499.999777,5.222206575,143.271136575,0.28654240094791084
"Bitcoin Up or Down - February 13, 3:30PM-3:45PM ET - Yes 🟢",12.3517423,0.50403,0.475,521.364428,1247.294648,-0.7548864820399999,520.60954151796,0.4173909848428693
"Bitcoin Up or Down - January 31, 3:15PM-3:30PM ET - No 🔴",11.590484400000001,0.539292,0.405,1.287399,999.998741,-3.843232916159998,-2.5558339161599983,-0.00255583713395895
"Bitcoin Up or Down - January 30, 4:30PM-4:45PM ET - Yes 🟢",9.653115985,0.466446,0.965,850.213295,1193.614664,4.987149830866,855.200444830866,0.7164795060115532
"Bitcoin Up or Down - February 13, 5:30PM-5:45PM ET - Yes 🟢",9.563832375,0.5,0.255,94.496229,1200,-9.188780125000001,85.307448875,0.07108954072916668
"Bitcoin Up or Down - February 13, 3:15PM-3:30PM ET - Yes 🟢",9.440223345,0.492696,0.315,166.691785,1267.556641,-5.325364849248,161.36642015075202,0.1273050962231139
"Bitcoin Up or Down - February 8, 7:45PM-8:00PM ET - Yes 🟢",7.08464599,0.500034,0.985,790.837442,1343.877644,3.4881344438440003,794.325576443844,0.5910698641280799
"Bitcoin Up or Down - February 10, 9:45PM-10:00PM ET - No 🔴",6.606588724500001,0.51,0.9965,16.9697,868.835894,3.225394294500001,20.195094294500002,0.023243853567702626
"Bitcoin Up or Down - February 6, 6:00PM-6:15PM ET - No 🔴",6.55396561,0.201877,0.395,4101.293751,1614.982149,3.204358229114,4104.498109229115,2.5415129893359056
"Bitcoin Up or Down - February 13, 4:15PM-4:30PM ET - Yes 🟢",6.425738025,0.51,0.545,709.178588,1172.920879,0.4126620750000001,709.591250075,0.6049779339591754
"Bitcoin Up or Down - January 28, 6:15PM-6:30PM ET - No 🔴",6.193305049999999,0.536717,0.215,-611.45422,999.998271,-9.26740242219,-620.72162242219,-0.6207226956517308
"Bitcoin Up or Down - February 13, 6:15PM-6:30PM ET - No 🔴",6.063655325,0.508945,0.455,2.992103,1455.104292,-0.7189096406750002,2.273193359325,0.0015622202283525394
"Bitcoin Up or Down - January 29, 9:30AM-9:45AM ET - Yes 🟢",5.366617735,0.544525,0.095,-6.871217,1999.997151,-25.393987761325,-32.265204761325,-0.016132625361587327
"Bitcoin Up or Down - February 9, 12:45PM-1:00PM ET - No 🔴",4.6284030000000005,0.504893,0.765,1067.0565,1206.60349,1.5736993714000005,1068.6301993713998,0.885651507084071
"Bitcoin Up or Down - February 11, 3:30AM-3:45AM ET - Yes 🟢",4.034157905,0.52,0.895,0.001187,172.050666,1.6902896249999997,1.6914766249999997,0.009831270429374563
"Bitcoin Up or Down - February 13, 3:00PM-3:15PM ET - Yes 🟢",3.98953711,0.5,0.515,99.223768,500,0.1162001100000003,99.33996811,0.19867993622
"Bitcoin Up or Down - January 24, 1:00PM-1:15PM ET - No 🔴",3.9730126150000005,0.532409,0.065,-256.738527,2099.998532,-28.569566974839,-285.308093974839,-0.13586109210424865
"Bitcoin Up or Down - February 13, 1:00PM-1:15PM ET - Yes 🟢",3.07625,0.52,0.125,22.7539,1196,-9.72095,13.032950000000001,0.010897115384615385
"Bitcoin Up or Down - February 3, 7:45AM-8:00AM ET - No 🔴",2.55782754,0.542074,0.045,-1225.875872,1999.996806,-28.253990369287997,-1254.129862369288,-0.6270659326089384
"Bitcoin Up or Down - January 25, 12:15AM-12:30AM ET - Yes 🟢",2.5549109600000004,0.518441,0.085,-734.686054,999.998954,-13.028272487215999,-747.714326487216,-0.7477151085972196
"Bitcoin Up or Down - February 1, 11:15AM-11:30AM ET - No 🔴",2.105601625,0.223291,0.125,1051.35464,499.998748,-1.655693514583,1049.698946485417,2.0994031498763217
"Bitcoin Up or Down - January 25, 6:00AM-6:15AM ET - Yes 🟢",1.8955653600000002,0.531569,0.065,-727.811426,999.999586,-13.606338991536,-741.4177649915359,-0.7414180719386178
"Bitcoin Up or Down - February 7, 5:15PM-5:30PM ET - Yes 🟢",1.600899615,0.23,0.435,468.364998,275.988553,0.7544469450000001,469.119444945,1.6997786315615777
"Bitcoin Up or Down - January 23, 6:00PM-6:15PM ET - Yes 🟢",1.58210437,0.537306,0.055,-36.850793,999.999289,-13.873789641404,-50.724582641404005,-0.05072461870660791
"Bitcoin Up or Down - January 30, 9:30AM-9:45AM ET - No 🔴",0.44434164000000004,0.524901,0.015,140.851858,999.999094,-15.104683105176,125.74717489482398,0.12574728882186764
"Bitcoin Up or Down - February 1, 1:45PM-2:00PM ET - Yes 🟢",0.216135945,0.165394,0.015,223.472861,775.531208,-2.167036620822,221.305824379178,0.28536030800088447
"Bitcoin Up or Down - February 12, 1:15AM-1:30AM ET - No 🔴",0.14701946500000002,0.518821,0.005,3.684221,1637.787304,-15.108337705153,-11.424116705153,-0.006975335977542173
"Bitcoin Up or Down - February 10, 6:30AM-6:45AM ET - Yes 🟢",0.12358826,0.53,0.005,321.494389,2015.450956,-12.9767673,308.5176217,0.15307622385032127
"Bitcoin Up or Down - February 6, 2:15AM-2:30AM ET - Yes 🟢",0.09772625,0.549839,0.625,-46.423159,365.563496,0.011752324282000001,-46.411406675718,-0.1269585371174971
"Bitcoin Up or Down - February 10, 1:00AM-1:15AM ET - Yes 🟢",0.081217635,0.53,0.015,-0.000127,1176.782679,-2.788472135,-2.788599135,-0.0023696806426227153
"Bitcoin Up or Down - February 11, 5:45PM-6:00PM ET - Yes 🟢",0.07929632,0.54,0.005,-0.000564,554.1858,-8.484706240000001,-8.485270240000002,-0.015311237206005643
"Bitcoin Up or Down - February 10, 5:00PM-5:15PM ET - Yes 🟢",0.0763,0.405571,0.005,421.196073,425.788714,-6.11271346,415.08335954,0.9748575899078433
"Bitcoin Up or Down - February 1, 4:15PM-4:30PM ET - Yes 🟢",0.06520503000000001,0.3,0.985,499.774921,499.794855,0.04534563000000001,499.82026663,1.0000508441208344
"Bitcoin Up or Down - January 30, 10:00AM-10:15AM ET - No 🔴",0.044195553000000005,0.527211,0.0015,-22.452535,999.99996,-15.489392242122,-37.941927242122,-0.03794192875979915
"Bitcoin Up or Down - February 1, 5:00PM-5:15PM ET - No 🔴",0.011705,0.212939,0.0005,-631.463152,709.725687,-4.97319699,-636.43634899,-0.8967356834444123
"Bitcoin Up or Down - January 30, 1:45PM-2:00PM ET - No 🔴",0.010681152000000001,0.259999,0.0015,-174.327327,199.99923,-1.8407114072319999,-176.168038407232,-0.8808435832839555
"Bitcoin Up or Down - January 28, 2:15PM-2:30PM ET - Yes 🟢",0.00783864,0.5,0.955,7520.006064,7999.999,0.003734639999999999,7520.009798640001,0.9400013423301679
"Bitcoin Up or Down - February 1, 1:15PM-1:30PM ET - No 🔴",0.00733089,0.3,0.735,666.757549,500.069133,0.004338689999999999,666.7618876900001,1.333339419871772
"Bitcoin Up or Down - January 31, 4:00PM-4:15PM ET - No 🔴",0.006837475,0.5,0.725,339.994135,1000,0.002121975,339.99625697500005,0.3399962569750001
"Bitcoin Up or Down - January 26, 7:30PM-7:45PM ET - Yes 🟢",0.006141666,0.184805,0.0005,-289.567478,399.998102,-2.26387950426,-291.83135750426,-0.7295818556265549
"Bitcoin Up or Down - January 31, 8:30AM-8:45AM ET - Yes 🟢",0.004632,0.5,0.965,79.8462,95.0574,0.002232,79.848432,0.840002272311256
"Bitcoin Up or Down - February 12, 6:30PM-6:45PM ET - Yes 🟢",0.004455,0.321045,0.0005,-23.007139,240.78375,-2.85605595,-25.86319495,-0.10741254320526199
"Bitcoin Up or Down - February 8, 7:00PM-7:15PM ET - Yes 🟢",0.004250205,0.52,0.855,1547.829302,2495.940185,0.0016652849999999999,1547.830967285,0.6201394474863988
"Bitcoin Up or Down - February 1, 12:45PM-1:00PM ET - Yes 🟢",0.00226416,0.3,0.795,500.09209,500.091854,0.00140976,500.09349976,1.0000032909154324
"Bitcoin Up or Down - February 2, 12:30PM-12:45PM ET - No 🔴",0.00202776,0.3,0.355,999.594,999.595714,0.00031415999999999996,999.5943141600001,0.9999985995938354
"Bitcoin Up or Down - February 6, 6:45PM-7:00PM ET - Yes 🟢",0.0014399999999999999,0.5,0.16,168.585157,999.9995,-0.00306,168.582097,0.16858218129109065
"Bitcoin Up or Down - January 30, 3:45PM-4:00PM ET - No 🔴",0.000401135,0.4,0.785,1099.989685,999.985328,0.000196735,1099.989881735,1.1000060210233404
"Bitcoin Up or Down - February 8, 7:00AM-7:15AM ET - No 🔴",0.00005704999999999999,0.53,0.815,1106.230328,2278.969202,0.00001994999999999999,1106.2303479500001,0.4854082042790151
"Bitcoin Up or Down - January 30, 9:00PM-9:15PM ET - Yes 🟢",0,0.554292,0.175,1608.206498,1999.999992,0,1608.206498,0.804103252216413
"Bitcoin Up or Down - February 2, 4:15PM-4:30PM ET - Yes 🟢",0,0.248233,0.52,-992.920411,992.920411,0,-992.920411,-1
"Bitcoin Up or Down - February 2, 3:00PM-3:15PM ET - No 🔴",0,0.3,0.125,-999.891424,999.891425,0,-999.891424,-0.9999999989998914
"Bitcoin Up or Down - February 2, 2:45PM-3:00PM ET - Yes 🟢",0,0.3,0.105,-999.885421,999.885421,0,-999.885421,-1
"Bitcoin Up or Down - January 30, 10:15PM-10:30PM ET - No 🔴",0,0.676511,0.85,1434.516822,2999.998177,0,1434.516822,0.4781725645695285
"Bitcoin Up or Down - February 2, 2:30PM-2:45PM ET - Yes 🟢",0,0.5,0.355,1000,1000,0,1000,1
"Bitcoin Up or Down - February 2, 2:15PM-2:30PM ET - Yes 🟢",0,0.3,0.115,-499.8,499.8,0,-499.8,-1
"Bitcoin Up or Down - February 10, 8:45AM-9:00AM ET - Yes 🟢",0,0.52,0.425,-1195.972258,1195.972258,0,-1195.972258,-1
"Bitcoin Up or Down - February 2, 1:45PM-2:00PM ET - No 🔴",0,0.3,0.335,1166.187992,499.794854,0,1166.187992,2.3333333319994525
"Bitcoin Up or Down - February 2, 1:00PM-1:15PM ET - Yes 🟢",0,0.3,0.035,-499.792709,499.79271,0,-499.792709,-0.9999999979991705
"Bitcoin Up or Down - January 30, 10:00PM-10:15PM ET - No 🔴",0,0.527877,0.265,-1008.701135,1008.701135,0,-1008.701135,-1
"Bitcoin Up or Down - February 10, 9:00AM-9:15AM ET - No 🔴",0,0.517133,0.065,-1809.91334,1809.913341,0,-1809.91334,-0.9999999994474874
"Bitcoin Up or Down - February 13, 5:45AM-6:00AM ET - No 🔴",0,0.519435,0.775,1069.463767,1155.966232,0,1069.463767,0.9251686921249097
"Bitcoin Up or Down - February 13, 10:00AM-10:15AM ET - Yes 🟢",0,0.430361,0.005,-1161.956635,1161.956635,0,-1161.956635,-1
"Bitcoin Up or Down - February 13, 10:15AM-10:30AM ET - Yes 🟢",0,0.53,0.015,-2125.255552,2125.255552,0,-2125.255552,-1
"Bitcoin Up or Down - February 3, 4:30AM-4:45AM ET - Yes 🟢",0,0.548172,0.995,1648.489199,1999.999162,0,1648.489199,0.824244944858632
"Bitcoin Up or Down - February 3, 4:15AM-4:30AM ET - Yes 🟢",0,0.5,0.065,-1000,1000,0,-1000,-1
"Bitcoin Up or Down - February 10, 1:00PM-1:15PM ET - No 🔴",0,0.52,0.995,1679.945186,1819.940619,0,1679.945186,0.923076922654255
"Bitcoin Up or Down - February 10, 12:45PM-1:00PM ET - No 🔴",0,0.53,0.915,-1218.976309,1218.976309,0,-1218.976309,-1
"Bitcoin Up or Down - February 13, 10:30AM-10:45AM ET - Yes 🟢",0,0.57,0.445,3645.242402,4832.06551,0,3645.242402,0.7543859648541891
"Bitcoin Up or Down - February 13, 5:45PM-6:00PM ET - Yes 🟢",0,0.51,0.425,-1172.879234,1172.879235,0,-1172.879234,-0.9999999991473971
"Bitcoin Up or Down - February 10, 9:30AM-9:45AM ET - Yes 🟢",0,0.538989,0.9845,6335.962982,7415.677736,0,6335.962982,0.854401068595735
"Bitcoin Up or Down - January 30, 3:00PM-3:15PM ET - Yes 🟢",0,0.503337,0.003,-999.999948,999.999948,0,-999.999948,-1
"Bitcoin Up or Down - February 10, 12:00PM-12:15PM ET - No 🔴",0,0.52,0.985,1103.977594,1195.975727,0,1103.977594,0.9230769229482864
"Bitcoin Up or Down - February 10, 11:30AM-11:45AM ET - No 🔴",0,0.288695,0.095,-1576.457031,2246.266737,0,-1576.457031,-0.7018120355133941
"Bitcoin Up or Down - February 10, 11:15AM-11:30AM ET - No 🔴",0,0.558904,0.975,14626.198361,18532.566083,0,14626.198361,0.78921603708278
"Bitcoin Up or Down - January 26, 10:00AM-10:15AM ET - No 🔴",0,0.51848,0.255,-999.999,999.999,0,-999.999,-1
"Bitcoin Up or Down - February 10, 11:00AM-11:15AM ET - Yes 🟢",0,0.531384,0.005,-8648.975125,8648.975126,0,-8648.975125,-0.9999999998843795
"Bitcoin Up or Down - February 10, 10:45AM-11:00AM ET - Yes 🟢",0,0.513272,0.765,-3938.806183,3938.806183,0,-3938.806183,-1
"Bitcoin Up or Down - February 10, 10:30AM-10:45AM ET - Yes 🟢",0,0.513635,0.155,-1694.9955,1694.9955,0,-1694.9955,-1
"Bitcoin Up or Down - February 10, 9:15AM-9:30AM ET - Yes 🟢",0,0.50568,0.095,-3418.261923,3418.261924,0,-3418.261923,-0.9999999997074537
"Bitcoin Up or Down - February 2, 4:30PM-4:45PM ET - No 🔴",0,0.3,0.025,-999.863553,999.863553,0,-999.863553,-1
"Bitcoin Up or Down - February 13, 6:00PM-6:15PM ET - No 🔴",0,0.526466,0.765,1716.080758,1907.905605,0,1716.080758,0.8994578943018516
"Bitcoin Up or Down - January 26, 4:00PM-4:15PM ET - Yes 🟢",0,0.553055,0.9995,8242.990805,10199.973777,0,8242.990805,0.8081384310602037
"Bitcoin Up or Down - January 26, 6:00PM-6:15PM ET - No 🔴",0,0.567963,0.015,-637.393127,2036.047883,0,-637.393127,-0.31305409480883023
"Bitcoin Up or Down - January 30, 9:45AM-10:00AM ET - Yes 🟢",0,0.542197,0.985,844.346548,999.998177,0,844.346548,0.844348087246563
"Bitcoin Up or Down - February 6, 11:45AM-12:00PM ET - No 🔴",0,0.406807,0.69,-2195.594009,2195.59401,0,-2195.594009,-0.9999999995445424
"Bitcoin Up or Down - January 31, 2:30AM-2:45AM ET - Yes 🟢",0,0.434475,0.0025,-1199.998708,1199.998709,0,-1199.998708,-0.9999999991666658
"Bitcoin Up or Down - January 31, 2:45AM-3:00AM ET - Yes 🟢",0,0.583357,0.985,1714.117321,2399.997932,0,1714.117321,0.7142161658329295
"Bitcoin Up or Down - February 6, 11:30AM-11:45AM ET - No 🔴",0,0.5,0.135,-1200,1200,0,-1200,-1
"Bitcoin Up or Down - February 10, 2:00AM-2:15AM ET - Yes 🟢",0,0.541312,0.985,3169.506226,3740.433049,0,3169.506226,0.8473634428097472
"Bitcoin Up or Down - February 10, 1:45AM-2:00AM ET - Yes 🟢",0,0.537616,0.095,-1699.771182,1699.771182,0,-1699.771182,-1
"Bitcoin Up or Down - February 10, 1:30PM-1:45PM ET - Yes 🟢",0,0.52176,0.705,1217.841573,1328.665564,0,1217.841573,0.916590002779661
"Bitcoin Up or Down - February 10, 12:45AM-1:00AM ET - Yes 🟢",0,0.458535,0.855,2970.445592,2515.496421,0,2970.445592,1.1808586039725477
"Bitcoin Up or Down - January 26, 6:15PM-6:30PM ET - No 🔴",0,0.555256,0.025,-1999.997854,1999.997855,0,-1999.997854,-0.9999999994999995
"Bitcoin Up or Down - January 26, 6:30PM-6:45PM ET - No 🔴",0,0.545533,0.0005,-4499.994331,4499.994332,0,-4499.994331,-0.9999999997777774
